nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,derniere_modification,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
MetHAL,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/MetHAL,NodeJS package used to request metadata from the HAL API,False,False,2015-06-02T09:15:20Z,2019-03-19T11:32:01Z,2019-03-19T11:32:07Z,,2,1,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/MetHAL
rgaa-apps,DISIC,GitHub,https://github.com/DISIC/rgaa-apps,Référentiel RGAA-APPS destiné à toute personne désirant évaluer l'accessibilité des interfaces graphiques logicielles de bureau ou mobile.,False,False,2017-08-16T09:11:47Z,2017-08-16T09:33:28Z,2017-08-16T09:33:58Z,https://disic.github.io/rgaa-apps/,0,2,,0,HTML,"a11y,audit,mobile,rgaa,software",True,https://archive.softwareheritage.org/browse/origin/https://github.com/DISIC/rgaa-apps
sygal,open-source,GitLab,https://git.unicaen.fr/open-source/sygal,SYstème de Gestion et d'Accompagnement doctoraL (Projet COMUE),,False,2018-01-24T10:41:29Z,2020-10-07T17:10:37Z,2020-10-07T17:10:37Z,,1,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://git.unicaen.fr/open-source/sygal
libvirt-formula,eole,GitHub,https://github.com/eole/libvirt-formula,,True,False,2019-05-29T08:52:02Z,2020-08-26T06:39:59Z,2020-08-26T06:39:56Z,http://docs.saltstack.com/en/latest/topics/development/conventions/formulas.html,0,0,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/eole/libvirt-formula
TorPylle,cea-sec,GitHub,https://github.com/cea-sec/TorPylle,A Python / Scapy implementation of the OR (TOR) protocol.,False,False,2013-07-23T11:38:39Z,2020-08-20T09:50:05Z,2013-08-08T19:38:21Z,,80,18,GNU General Public License v2.0,0,Python,"network-analysis,network-protocol,network-protocols,network-security,protocol,python,scapy,tor",True,https://archive.softwareheritage.org/browse/origin/https://github.com/cea-sec/TorPylle
patate,patate,GitLab,https://gitlab.inria.fr/patate/patate,"The C++ Patate Library provides tools to represent, characterize and analyze data commonly used in Computer Graphics through dedicated modules: geometry, light sources, materials.",,False,2017-01-30T14:31:04Z,2020-02-08T16:28:11Z,2020-02-08T16:28:11Z,,1,0,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/patate/patate
backend,matchID-project,GitHub,https://github.com/matchID-project/backend,Backend (Docker & API) for matchID project,False,False,2017-09-21T08:03:02Z,2020-05-26T15:37:37Z,2020-08-07T07:45:26Z,https://matchID-project.github.io,7,9,GNU Lesser General Public License v3.0,18,Python,"deduplication,elasticsearch,entity-resolution,machine-learning,networkx,pandas,record-linkage",True,https://archive.softwareheritage.org/browse/origin/https://github.com/matchID-project/backend
GeoPaysages,PnX-SI,GitHub,https://github.com/PnX-SI/GeoPaysages,Application web permettant de publier un observatoire photographique des paysages,False,False,2018-04-24T08:23:36Z,2020-08-14T09:09:54Z,2020-10-08T15:30:49Z,,5,6,GNU General Public License v3.0,31,TypeScript,"angular,bluehats,environment,flask,landscape,leaflet,national-parks,postgis,postgresql,python",True,https://archive.softwareheritage.org/browse/origin/https://github.com/PnX-SI/GeoPaysages
docker-wordpress,BibCnrs,GitHub,https://github.com/BibCnrs/docker-wordpress,dockerized wordpress,False,False,2015-11-18T12:53:37Z,2020-09-08T09:21:58Z,2020-09-08T09:21:55Z,,0,0,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/BibCnrs/docker-wordpress
ir-calcul,dgfip,GitLab,https://framagit.org/dgfip/ir-calcul,,,False,2019-05-22T12:02:03Z,2020-07-03T12:46:39Z,2020-07-03T12:46:39Z,,0,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://framagit.org/dgfip/ir-calcul
analogist,ezpaarse-project,GitHub,https://github.com/ezpaarse-project/analogist,AnalogIST is the platform that gathers all analyses made for ezPAARSE.,False,False,2015-07-08T12:58:00Z,2020-10-09T13:42:11Z,2020-10-09T13:42:13Z,http://analyses.ezpaarse.org/,2,1,,19,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ezpaarse-project/analogist
mkinx,entrepreneur-interet-general,GitHub,https://github.com/entrepreneur-interet-general/mkinx,Manage sphinx documentations with mkdocs,False,False,2018-02-23T10:54:50Z,2020-09-19T15:07:46Z,2019-10-21T15:19:55Z,,4,0,GNU Affero General Public License v3.0,2,Python,"documentation-tool,entrepreneur-interet-general,mkdocs,open-source,python,sphinx-documentation",True,https://archive.softwareheritage.org/browse/origin/https://github.com/entrepreneur-interet-general/mkinx
topama-eveches,lamop,GitLab,https://gitlab.huma-num.fr/lamop/topama-eveches,Base Topama : Liste des évêchés et des archevêchés,,False,2018-11-29T10:50:14Z,2020-03-09T15:09:05Z,2020-03-09T15:09:05Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/lamop/topama-eveches
codes_postaux,dreal-datalab,GitLab,https://gitlab.com/dreal-datalab/codes_postaux,,,False,2019-09-13T17:31:15Z,2019-10-02T12:23:50Z,2019-10-02T12:23:50Z,,0,0,,3,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.com/dreal-datalab/codes_postaux
spell-qtl,QTL,GitLab,https://forgemia.inra.fr/QTL/spell-qtl,Species Perscrutandis Enixe Locis Locabuntur.,,False,2017-11-14T11:42:45Z,2020-02-27T21:56:28Z,2020-02-27T21:56:28Z,,0,2,,17,,"C++,HBN,HMM,QTL",True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/QTL/spell-qtl
pydynamics,record,GitLab,https://forgemia.inra.fr/record/pydynamics,"pydynamics, a code to write vle models in python language.",,False,2018-06-22T17:19:21Z,2018-06-22T17:19:21Z,2018-06-22T17:19:21Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/record/pydynamics
covid19-algorithme-orientation-api,Delegation-numerique-en-sante,GitHub,https://github.com/Delegation-numerique-en-sante/covid19-algorithme-orientation-api,Code source de l'API recevant les réponses au questionnaire d'orientation Covid-19,False,False,2020-03-22T17:16:04Z,2020-06-10T11:06:27Z,2020-06-10T11:21:41Z,,5,4,MIT License,3,Elixir,covid-19,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Delegation-numerique-en-sante/covid19-algorithme-orientation-api
udata-explorer,opendatateam,GitHub,https://github.com/opendatateam/udata-explorer,"Query udata datasets and explore them, in Jupyter Notebook for example.",False,False,2017-06-22T10:02:45Z,2020-02-21T15:52:23Z,2018-03-23T08:47:41Z,,3,1,Apache License 2.0,0,Jupyter Notebook,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-explorer
GeoNature-mobile-sync,PnEcrins,GitHub,https://github.com/PnEcrins/GeoNature-mobile-sync,Application de synchronisation desktop des données produites par GeoNature-mobile,False,False,2015-11-19T12:06:33Z,2017-04-10T02:47:12Z,2017-09-03T09:24:33Z,,2,0,,2,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/PnEcrins/GeoNature-mobile-sync
flaubertexport,irihs,GitLab,https://gitlab.huma-num.fr/irihs/flaubertexport,Tools for creating XML exports of genetic tables from a Flaubert database,,False,2019-01-07T13:32:36Z,2019-11-28T14:12:01Z,2019-11-28T14:12:01Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/irihs/flaubertexport
annuaire-import,betagouv,GitHub,https://github.com/betagouv/annuaire-import,Import GeoJSON de Annuaire de l’administration,False,False,2017-07-28T11:26:24Z,2019-02-13T16:36:42Z,2018-02-19T15:43:41Z,,3,1,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/annuaire-import
MetExploreViz,metexplore,GitLab,https://forgemia.inra.fr/metexplore/MetExploreViz,,,False,2019-03-20T15:42:25Z,2020-08-31T02:10:10Z,2020-08-31T02:10:10Z,,1,0,,70,,,True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/metexplore/MetExploreViz
sidp,comprise,GitLab,https://gitlab.inria.fr/comprise/sidp,,,False,2020-04-05T12:58:26Z,2020-04-27T10:28:35Z,2020-04-27T10:28:35Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/comprise/sidp
opengov-plugin-transparency,lutece-secteur-public,GitHub,https://github.com/lutece-secteur-public/opengov-plugin-transparency,This plugin provides public diffusion of meetings between lobbies and elected officials,False,False,2017-10-27T14:39:23Z,2020-05-13T12:12:43Z,2020-03-03T16:48:28Z,,2,1,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/lutece-secteur-public/opengov-plugin-transparency
government.github.com,erasme,GitHub,https://github.com/erasme/government.github.com,"Gather, curate, and feature stories of public servants and civic hackers using GitHub as part of their open government innovations",True,False,2013-10-21T19:17:39Z,2013-10-21T19:17:40Z,2013-10-21T17:43:19Z,http://government.github.com/,0,0,,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/erasme/government.github.com
camino-imports-postgres,MTES-MCT,GitHub,https://github.com/MTES-MCT/camino-imports-postgres,,False,True,2018-06-14T09:05:56Z,2020-09-14T09:38:08Z,2018-06-14T09:07:19Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/MTES-MCT/camino-imports-postgres
profetes-ui,unistra,GitHub,https://github.com/unistra/profetes-ui,,False,False,2015-02-09T13:58:17Z,2015-02-13T08:49:19Z,2015-02-13T08:49:19Z,,0,0,Other,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/unistra/profetes-ui
cib-database,cortext,GitLab,https://gitlab.com/cortext/cib-database,Corporate Invention Board db - scripts and methods,,False,2020-06-11T11:08:44Z,2020-07-09T14:04:34Z,2020-07-09T14:04:34Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.com/cortext/cib-database
candidature_promo3,eig,GitLab,https://gitlabjf.ccomptes.fr/eig/candidature_promo3,,,False,2018-07-18T12:15:06Z,2019-01-22T13:56:19Z,2019-01-22T13:56:19Z,,2,0,,0,,eig,True,https://archive.softwareheritage.org/browse/origin/https://gitlabjf.ccomptes.fr/eig/candidature_promo3
datagouv-funfacts,etalab,GitHub,https://github.com/etalab/datagouv-funfacts,,False,True,2016-12-20T10:21:39Z,2018-11-27T09:30:24Z,2016-12-28T16:13:10Z,,2,0,MIT License,0,Jupyter Notebook,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/datagouv-funfacts
mediadrop,unistra,GitHub,https://github.com/unistra/mediadrop,"A video, audio and podcast publication platform written in Python.",True,False,2016-10-13T14:20:12Z,2016-10-13T14:20:16Z,2015-12-31T13:34:08Z,http://mediadrop.net,0,0,Other,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/unistra/mediadrop
istex-wordpress-blog,istex,GitHub,https://github.com/istex/istex-wordpress-blog,Thème wordpress pour le blog ISTEX,False,False,2018-06-28T08:35:59Z,2018-09-27T07:08:13Z,2018-09-27T07:08:13Z,,0,0,GNU General Public License v2.0,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/istex/istex-wordpress-blog
MIPP,fec,GitLab,https://gitlab.inria.fr/fec/MIPP,"MIPP is a portable wrapper for SIMD instructions written in C++11. It supports SSE, AVX and NEON.",,False,2017-06-23T17:36:46Z,2020-09-23T09:14:02Z,2020-09-23T09:14:02Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/fec/MIPP
calculette-impots-python,openfisca,GitLab,https://framagit.org/openfisca/calculette-impots-python,Traduction en langage Python du code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune,,False,2016-02-16T14:42:16Z,2016-07-28T14:17:28Z,2016-07-28T14:17:28Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://framagit.org/openfisca/calculette-impots-python
openfisca-loiret,betagouv,GitHub,https://github.com/betagouv/openfisca-loiret, Extension OpenFisca pour les prestations du département du Loiret.,False,False,2017-09-06T11:34:47Z,2017-09-07T07:13:22Z,2017-09-26T08:45:53Z,,0,0,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/openfisca-loiret
comb_walks,discretewalks,GitLab,https://gitlab.inria.fr/discretewalks/comb_walks,,,False,2020-06-06T12:16:36Z,2020-07-09T17:10:09Z,2020-07-09T17:10:09Z,,0,0,,0,,"Sage,enumerative combinatorics,generating functions,lattice walks",True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/discretewalks/comb_walks
client,AOEINT,GitLab,https://git.unistra.fr/AOEINT/client,,,False,2019-01-30T17:06:22Z,2020-09-23T09:45:15Z,2020-09-23T09:45:15Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://git.unistra.fr/AOEINT/client
core,CNRS-DSI-Dev,GitHub,https://github.com/CNRS-DSI-Dev/core,The ownCloud core,True,False,2015-04-21T15:47:44Z,2015-04-21T15:47:54Z,2015-04-21T15:46:44Z,,0,0,Other,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CNRS-DSI-Dev/core
verslecolepourtous,entrepreneur-interet-general,GitHub,https://github.com/entrepreneur-interet-general/verslecolepourtous,Dépôt du projet Vers l'école pour tous (anct. Plateforme handicap),False,False,2020-01-10T08:58:32Z,2020-04-01T16:05:51Z,2020-04-01T16:05:48Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/entrepreneur-interet-general/verslecolepourtous
ckan-of-worms,etalab,GitHub,https://github.com/etalab/ckan-of-worms,A logger for errors found in CKAN datasets,False,True,2013-09-26T21:49:48Z,2018-04-13T11:17:55Z,2014-01-17T14:40:11Z,,0,0,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/ckan-of-worms
enumerate-markdown,metwork-framework,GitHub,https://github.com/metwork-framework/enumerate-markdown,Enumerate headers in markdown file,True,True,2019-09-03T10:05:17Z,2020-09-21T14:17:06Z,2019-09-03T10:10:03Z,,0,0,MIT License,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/enumerate-markdown
clangml-transforms,memcad,GitLab,https://gitlab.inria.fr/memcad/clangml-transforms,,,False,2019-07-11T21:59:05Z,2020-07-17T00:42:19Z,2020-07-17T00:42:19Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/memcad/clangml-transforms
gru-module-notifygru-forms,lutece-secteur-public,GitHub,https://github.com/lutece-secteur-public/gru-module-notifygru-forms,Module for define providers for forms (plugin-form),False,False,2018-08-13T12:01:52Z,2019-08-28T08:48:22Z,2019-08-28T08:48:20Z,,0,3,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/lutece-secteur-public/gru-module-notifygru-forms
bottle-drybones,unistra,GitHub,https://github.com/unistra/bottle-drybones,A project template for bottle app,False,False,2016-01-05T17:10:31Z,2016-01-06T11:27:18Z,2016-01-08T08:51:25Z,,1,0,,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/unistra/bottle-drybones
lazylav,moex,GitLab,https://gitlab.inria.fr/moex/lazylav,"Lazy Lavender is a simulation environment for ""cultural knowledge evolultion"", i.e., experimenting with several agents evolving their own knowledge through interacting.",,False,2020-10-11T13:07:21Z,2020-10-11T13:07:21Z,2020-10-11T13:07:21Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/moex/lazylav
src_platform_CLIP-Pkg-QA,clipos-archive,GitHub,https://github.com/clipos-archive/src_platform_CLIP-Pkg-QA,CLIP::Pkg::QA - common CLIP package QA functions,False,False,2018-09-20T09:37:57Z,2018-09-20T09:38:02Z,2018-09-20T09:38:06Z,https://clip-os.org,0,0,GNU Lesser General Public License v2.1,0,Perl,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos-archive/src_platform_CLIP-Pkg-QA
KitGPEC,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/KitGPEC,Base de données permettant le traitements de compétences individuelles dans une démarche GPEC,False,False,2017-08-24T09:24:44Z,2017-08-25T11:38:15Z,2018-02-06T13:52:12Z,,0,0,MIT License,0,Visual Basic,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/KitGPEC
documentation-libreoffice,etalab,GitHub,https://github.com/etalab/documentation-libreoffice,Dépôt contenant la documentation pour LibreOffice rédigée par le ministère de la transition écologique et solidaire,False,False,2020-05-09T04:59:07Z,2020-06-02T10:04:49Z,2020-05-14T08:32:34Z,,5,0,Other,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/documentation-libreoffice
formations,migale,GitLab,https://forgemia.inra.fr/migale/formations,,,False,2019-02-22T15:39:00Z,2020-10-08T16:43:47Z,2020-10-08T16:43:47Z,,0,1,,3,,,True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/migale/formations
slides,ezpaarse-project,GitHub,https://github.com/ezpaarse-project/slides,Repository for hosting various slideshows,False,False,2017-01-18T13:37:46Z,2017-01-18T13:40:52Z,2017-01-18T15:13:59Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ezpaarse-project/slides
anatomydb,piper,GitLab,https://gitlab.inria.fr/piper/anatomydb,AnatomyDB library,,False,2018-04-13T15:37:12Z,2020-08-27T13:30:24Z,2020-08-27T13:30:24Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/piper/anatomydb
sqlalchemy-api-handler,betagouv,GitHub,https://github.com/betagouv/sqlalchemy-api-handler,,False,False,2019-07-15T13:38:35Z,2020-09-25T11:25:55Z,2020-10-11T23:45:19Z,,2,1,Mozilla Public License 2.0,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/sqlalchemy-api-handler
diversified-programs,DIVERSIFY-project,GitHub,https://github.com/DIVERSIFY-project/diversified-programs,Sosie diversified programs that we created.,False,False,2014-06-23T09:24:52Z,2014-06-23T13:02:24Z,2014-08-18T08:16:49Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DIVERSIFY-project/diversified-programs
addok-csv,addok,GitHub,https://github.com/addok/addok-csv,Addok plugin for handling CSV files,False,False,2016-01-12T14:50:57Z,2019-05-13T08:33:10Z,2019-05-13T08:33:09Z,,1,2,MIT License,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/addok/addok-csv
get-doctype,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/get-doctype,,False,False,2014-08-25T09:10:37Z,2016-10-15T09:23:55Z,2016-11-21T19:48:16Z,,2,2,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/get-doctype
limeout,orpailleur,GitLab,https://gitlab.inria.fr/orpailleur/limeout,The project aims to tackle process fairness for Machine Learning Models,,False,2020-10-10T16:07:13Z,2020-10-10T16:07:13Z,2020-10-10T16:07:13Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/orpailleur/limeout
algoliens-web,abes-esr,GitHub,https://github.com/abes-esr/algoliens-web,Interface web pour aller piocher dans les données d'algoliens [maintenu par : bor3-scd],False,False,2020-03-19T17:04:38Z,2020-08-26T09:00:42Z,2020-09-11T14:54:10Z,https://punktokomo.abes.fr/2020/04/14/algoliens-web-bordeaux-montaigne-fait-contre-mauvaise-fortune-sanitaire-bon-coeur-catalographique-et-propose-a-qui-veut-de-lui-emboiter-le-pas-qualitatif/,4,0,GNU General Public License v3.0,4,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/abes-esr/algoliens-web
HydrogeologyWxS,INSIDE-information-systems,GitHub,https://github.com/INSIDE-information-systems/HydrogeologyWxS,,False,False,2018-11-27T09:20:36Z,2018-11-27T09:20:38Z,2018-11-27T09:20:37Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/INSIDE-information-systems/HydrogeologyWxS
datapusher,datalocale,GitHub,https://github.com/datalocale/datapusher,A standalone web service that pushes data files from a CKAN site's resources into its DataStore,True,False,2017-10-13T10:18:17Z,2017-10-13T10:18:19Z,2017-10-13T10:21:09Z,http://docs.ckan.org/projects/datapusher,0,0,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/datalocale/datapusher
ECV-IJBA,datalocale,GitHub,https://github.com/datalocale/ECV-IJBA,ECV-IJBA is dataviz project with students from the ECV and IJBA shcools.,True,False,2014-05-20T19:43:00Z,2017-10-03T15:07:19Z,2014-05-14T21:49:43Z,,0,0,,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/datalocale/ECV-IJBA
application,piper,GitLab,https://gitlab.inria.fr/piper/application,PIPER application,,False,2017-04-18T15:42:38Z,2020-08-27T14:54:14Z,2020-08-27T14:54:14Z,,2,0,,34,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/piper/application
batbroker,batsim,GitLab,https://gitlab.inria.fr/batsim/batbroker,Broker for batsim to enable multiple schedulers over one batsim instance,,False,2017-12-06T14:10:55Z,2018-12-19T12:16:26Z,2018-12-19T12:16:26Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/batsim/batbroker
BtrShop-cloud,Spirals-Team,GitHub,https://github.com/Spirals-Team/BtrShop-cloud,BtrShop cloud service,False,False,2016-09-28T12:38:11Z,2017-05-30T14:20:40Z,2017-08-11T14:31:20Z,https://btr-shop.herokuapp.com,0,3,Apache License 2.0,1,JavaScript,"cloud,docker,microservice,mongodb,mongoose,shop",True,https://archive.softwareheritage.org/browse/origin/https://github.com/Spirals-Team/BtrShop-cloud
habitele,medialab,GitHub,https://github.com/medialab/habitele,,False,False,2012-08-03T10:26:43Z,2014-11-24T04:34:36Z,2014-06-02T09:39:46Z,,2,2,Other,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/medialab/habitele
hugo-test,pole-is,GitLab,https://gitlab.irstea.fr/pole-is/hugo-test,,,False,2020-02-21T16:39:25Z,2020-02-26T14:41:15Z,2020-02-26T14:41:15Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.irstea.fr/pole-is/hugo-test
introduction-au-langage-python-1,pocs,GitLab,https://forge.grandlyon.com/pocs/introduction-au-langage-python-1,,,False,2020-03-19T17:15:21Z,2020-03-19T17:15:21Z,2020-03-19T17:15:21Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forge.grandlyon.com/pocs/introduction-au-langage-python-1
StrasBuilder,BAS18-T4-D,GitLab,https://git.unistra.fr/BAS18-T4-D/StrasBuilder,,,False,2018-04-04T10:10:53Z,2020-03-04T00:10:39Z,2020-03-04T00:10:39Z,,0,2,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://git.unistra.fr/BAS18-T4-D/StrasBuilder
studium,lamop,GitLab,https://gitlab.huma-num.fr/lamop/studium,Fichiers de documentation de Studium,,False,2019-05-16T13:11:58Z,2019-05-16T13:11:58Z,2019-05-16T13:11:58Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/lamop/studium
Rnmr1D,INRA,GitHub,https://github.com/INRA/Rnmr1D,Rnmr1D is the main module in the NMRProcFlow web application,False,False,2018-04-04T11:20:17Z,2020-10-02T10:25:15Z,2020-10-02T10:25:13Z,http://nmrprocflow.org/,5,0,,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/INRA/Rnmr1D
gazetteer,portic,GitLab,https://gitlab.huma-num.fr/portic/gazetteer,"Publish an index of maritime places (ports and harbors) for France of XVIIIeme century. 
The model and format in use is the one proposed by Linked Places (https://github.com/LinkedPasts/linked-places).
",,False,2020-05-26T14:51:53Z,2020-06-18T12:57:51Z,2020-06-18T12:57:51Z,,0,0,,0,,"1787,France,gazetteer,maritime,places,ports,sea",True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/portic/gazetteer
Robco,DIVERSIFY-project,GitHub,https://github.com/DIVERSIFY-project/Robco,,True,False,2016-09-27T08:12:47Z,2016-09-27T08:12:48Z,2016-09-12T12:48:19Z,,0,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DIVERSIFY-project/Robco
Stromae-DB,InseeFr,GitHub,https://github.com/InseeFr/Stromae-DB,Services and database for Stromae powered by eXist-db,False,False,2020-09-27T06:54:02Z,2020-09-30T12:07:13Z,2020-09-30T12:07:11Z,,0,1,MIT License,0,HTML,"forms,statistics,surveys,xforms",True,https://archive.softwareheritage.org/browse/origin/https://github.com/InseeFr/Stromae-DB
geststock,diplomatiegouvfr,GitHub,https://github.com/diplomatiegouvfr/geststock,,False,False,2017-11-22T15:05:30Z,2017-11-22T17:33:14Z,2018-10-24T12:51:42Z,,0,0,,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/diplomatiegouvfr/geststock
misc_models,piper,GitLab,https://gitlab.inria.fr/piper/misc_models,"PIPER miscellaneous FEM models (seats, environment, reference model,...)",,False,2017-04-20T09:36:37Z,2017-08-11T07:37:17Z,2017-08-11T07:37:17Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/piper/misc_models
Tranus_QGIS_Plugins,tranus,GitLab,https://gitlab.inria.fr/tranus/Tranus_QGIS_Plugins,,,False,2017-05-17T08:06:23Z,2017-10-24T09:50:00Z,2017-10-24T09:50:00Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/tranus/Tranus_QGIS_Plugins
well-being-metrics,medialab,GitHub,https://github.com/medialab/well-being-metrics,A mini website for SoWell project,False,False,2016-01-21T14:53:46Z,2017-04-02T16:23:25Z,2017-05-03T14:36:10Z,,1,1,MIT License,1,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/medialab/well-being-metrics
monoge,atlanmod,GitHub,https://github.com/atlanmod/monoge,(Deprecated) Lightweight metamodel extension,False,True,2015-02-25T16:08:06Z,2018-03-06T12:25:39Z,2018-02-28T10:33:37Z,,2,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/monoge
eMJPM-homepage,SocialGouv,GitHub,https://github.com/SocialGouv/eMJPM-homepage,HomePage Le Bon Tuteur,False,True,2018-02-14T17:37:19Z,2020-02-19T17:19:06Z,2019-01-10T17:57:38Z,https://emjpm.beta.gouv.fr/,0,0,,3,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/eMJPM-homepage
code-du-travail-numerique,SocialGouv,GitHub,https://github.com/SocialGouv/code-du-travail-numerique,Code du Travail Numérique,False,False,2018-04-26T08:37:10Z,2020-10-12T10:11:16Z,2020-10-12T10:11:12Z,https://code.travail.gouv.fr,67,11,Apache License 2.0,140,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/code-du-travail-numerique
dataviz,cget-carto,GitHub,https://github.com/cget-carto/dataviz,Représentation visuelle des données du CGET,False,False,2018-09-09T21:13:41Z,2019-03-27T10:51:16Z,2018-11-29T10:24:30Z,,0,0,GNU General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/cget-carto/dataviz
